Time,run_id
0.1000728384154291,1
0.2151243381986281,1
0.3306758379818272,1
2.39865417524509,1
5.476731045995609,1
5.610368937579688,1
8.513347693549106,1
8.634777910569394,1
8.698436573911154,1
8.76032251216451,1
8.873987764686955,1
8.931692628550703,1
8.988592184627617,1
9.04479832376686,1
9.100395603545016,1
9.155450182480294,1
9.210015240340669,1
9.264134458478184,1
9.31784435726531,1
9.371175924387067,1
9.424155784062034,1
9.531807058378714,1
9.584150015859866,1
9.676644131093289,1
9.713980011194014,1
10.844323448388838,1
12.9608576814821,1
12.997804142086768,1
13.034608549921774,1
13.071274827717804,1
13.107806689589284,1
13.14420765221026,1
13.2354810568681,1
13.2755050756326,1
13.31540772921532,1
13.35519189384089,1
13.394860312557126,1
13.434415604275772,1
13.473860272013017,1
13.513196710416384,1
13.552427212653656,1
13.591553976729957,1
13.630579111291189,1
13.669504640964943,1
13.708332511284116,1
13.747064593233125,1
13.785702687452291,1
13.824248528131896,1
13.862703786623973,1
13.901070074797047,1
13.93934894815622,1
14.032541908748794,1
14.125650407873543,1
14.16367584860996,1
14.201619588182147,1
14.239482940170696,1
14.277267176584548,1
14.309423741151216,1
14.34151112705862,1
14.37353027839682,1
14.405482113834177,1
14.437367527630538,1
14.46918739059728,1
14.500942551007643,1
14.587633835460563,1
14.674262049700902,1
14.705827979398814,1
14.73733239089075,1
14.768776031884432,1
14.800159632129972,1
14.83148390405913,1
15.960444142660302,1
16.04666464951653,1
16.07782772115282,1
16.108934009844447,1
16.194984153217494,1
16.22597877473687,1
16.255041206802698,1
16.28406124006813,1
16.313039231043817,1
16.341975530294917,1
16.370870482588604,1
16.399724427036727,1
16.428537697233818,1
16.457310621390665,1
16.4860435224636,1
16.51473671827967,1
16.54339052165788,1
16.572005240526632,1
16.600581178037526,1
16.629118632675663,1
16.657617898366556,1
16.68607926457984,1
16.714503016429806,1
16.742889434772987,1
16.759182785380144,1
17.87726578556325,1
17.897629226300378,1
19.024502008502903,1
19.05272636352171,1
0.1000728384154291,2
0.21283646367059442,2
0.3261000889257597,2
0.439363714180925,2
0.5526273394360903,2
0.6658909646912556,2
0.779154589946421,2
0.8924182152015863,2
0.9946957175700705,2
1.0419732199385547,2
1.0873189855451986,2
1.136130487054642,2
1.190435050007426,2
1.2447396129602102,2
1.3540441759129942,2
1.4083487388657783,2
1.4626533018185623,2
1.5169578647713464,2
1.5712624277241305,2
1.675073929233574,2
1.7204196948402177,2
1.8187381349063207,2
1.8606181646101647,2
1.9013824765574376,2
1.9400228116210685,2
1.9781070185091483,2
2.015690808104443,2
2.0528197388087093,2
2.08953176146828,2
2.1258589789221705,2
2.16182890155615,2
2.197465367317636,2
2.2877892312942154,2
2.3228188927706803,2
2.357570704991371,2
2.3920592985446345,2
2.426297839995025,2
2.515298241200469,2
2.5490713305355293,2
2.582626994310891,2
2.6159742946042495,2
2.64912156822454,2
2.737076510440691,2
2.8248462462984407,2
2.8574373917431797,2
2.944856106307563,2
2.977108138770608,2
3.0091988669225627,2
3.0411333323569965,2
3.0729162710439537,2
3.1045521403048792,2
3.1360451427035847,2
3.1673992472817547,2
3.198618208497985,2
3.2297055831726285,2
3.2606647456942053,2
3.346498901704755,2
3.3772111004496836,2
3.407804245951144,2
3.438281107141783,2
3.468644327077034,2
3.4988964313283617,2
3.529039835646507,2
3.5590768529724164,2
3.5890096998638112,2
3.6738405023970504,2
3.703571301596756,2
3.73320405843952,2
3.7627406584726444,2
3.7921829160842466,2
3.8765325784570126,2
3.9057913292343627,2
3.989960791924713,2
4.015782915133532,2
4.041605038342352,2
4.067427161551172,2
4.093249284759992,2
4.1190714079688115,2
4.199893531177631,2
4.225715654386451,2
4.3065377775952705,2
4.33235990080409,2
4.41318202401291,2
4.43900414722173,2
4.4648262704305495,2
4.545648393639369,2
4.571470516848189,2
4.597292640057009,2
4.6231147632658285,2
4.648936886474648,2
4.674759009683468,2
4.700581132892288,2
4.726403256101108,2
4.807225379309927,2
4.888047502518747,2
4.913869625727567,2
4.9396917489363865,2
4.965513872145206,2
4.991335995354026,2
5.017158118562846,2
