Food Produced,Food Eaten,Current Food,run_id
0.0,60.0,340,1
0.0,60.0,280,1
81.0,60.0,301,1
72.0,60.0,313,1
116.35000000000002,109.35,320,1
179.40000000000003,317.40000000000003,182,1
199.0,317.40000000000003,199,1
192.0,470.4,192,1
176.0,470.4,176,1
176.0,470.4,176,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
160.0,390.15,160,1
96.15,144.15,112,1
96.0,144.15,96,1
64.0,60.0,100,1
80.35000000000001,79.35000000000001,101,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
96.0,144.15,96,1
80.4,86.4,90,1
80.4,86.4,84,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
64.0,60.0,84,1
80.35000000000001,79.35000000000001,85,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
80.0,86.4,80,1
70.60000000000001,72.60000000000001,78,1
70.60000000000001,72.60000000000001,76,1
70.60000000000001,72.60000000000001,74,1
70.60000000000001,72.60000000000001,72,1
71.0,72.60000000000001,71,1
71.0,72.60000000000001,71,1
71.0,72.60000000000001,71,1
