Food Produced,Food Eaten,Current Food,run_id
0.0,60.0,340,1
0.0,60.0,280,1
0.0,60.0,220,1
45.0,60.0,205,1
65.0,60.0,210,1
26.0,60.0,176,1
13.0,60.0,129,1
130.0,60.0,199,1
117.0,60.0,256,1
129.60000000000002,72.60000000000001,313,1
151.75,93.75,371,1
156.35000000000002,109.35,418,1
169.0,135.0,452,1
195.4,173.4,474,1
208.35,205.35,477,1
230.0,240.0,467,1
230.0,240.0,457,1
230.0,240.0,447,1
230.0,240.0,437,1
230.0,240.0,427,1
0.0,60.0,340,2
0.0,60.0,280,2
0.0,60.0,220,2
0.0,60.0,160,2
0.0,60.0,100,2
0.0,60.0,40,2
0.0,60.0,0,2
0.0,33.75,0,2
0.0,21.6,0,2
0.0,12.15,0,2
0.0,7.35,0,2
0.0,5.4,0,2
0.0,3.75,0,2
0.0,2.4000000000000004,0,2
0.0,1.35,0,2
0.0,0.6000000000000001,0,2
0.0,0.15,0,2
0.0,60.0,340,3
0.0,25.35,314,3
20.700000000000045,25.35,310,3
11.350000000000025,25.35,296,3
8.350000000000023,25.35,279,3
16.349999999999994,25.35,270,3
16.349999999999994,25.35,261,3
9.349999999999994,25.35,245,3
2.3499999999999943,25.35,222,3
34.349999999999994,25.35,231,3
31.599999999999994,21.6,241,3
34.349999999999994,25.35,250,3
31.40000000000001,38.400000000000006,243,3
34.400000000000006,38.400000000000006,239,3
34.400000000000006,38.400000000000006,235,3
34.400000000000006,38.400000000000006,231,3
34.400000000000006,38.400000000000006,227,3
34.400000000000006,38.400000000000006,223,3
34.400000000000006,38.400000000000006,219,3
34.400000000000006,38.400000000000006,215,3
0.0,60.0,340,4
0.0,60.0,280,4
0.0,60.0,220,4
0.0,60.0,160,4
0.0,60.0,100,4
0.0,60.0,40,4
0.0,60.0,0,4
0.0,33.75,0,4
26.0,21.6,26,4
39.0,43.35,39,4
39.0,66.15,39,4
0.0,66.15,0,4
20.0,38.400000000000006,20,4
40.0,43.35,40,4
60.0,86.4,60,4
27.0,86.4,27,4
65.0,86.4,65,4
87.0,126.15,87,4
103.0,173.4,103,4
132.0,264.6,132,4
0.0,60.0,340,5
0.0,60.0,280,5
108.0,60.0,328,5
80.75,93.75,315,5
80.35000000000002,43.35,352,5
104.60000000000002,72.60000000000001,384,5
44.14999999999998,126.15,302,5
104.15,126.15,280,5
59.150000000000006,126.15,213,5
125.15,126.15,212,5
104.75,93.75,223,5
110.4,101.4,232,5
131.60000000000002,153.60000000000002,210,5
110.60000000000002,153.60000000000002,167,5
104.60000000000002,153.60000000000002,118,5
96.0,153.60000000000002,96,5
96.0,153.60000000000002,96,5
96.0,153.60000000000002,96,5
96.0,153.60000000000002,96,5
96.0,153.60000000000002,96,5
0.0,60.0,340,6
0.0,60.0,280,6
0.0,43.35,236,6
80.69999999999999,43.35,274,6
53.35,43.35,284,6
29.349999999999994,43.35,270,6
95.35,43.35,322,6
88.35000000000002,43.35,367,6
73.35000000000002,43.35,397,6
95.35000000000002,43.35,449,6
132.35000000000002,79.35000000000001,502,6
183.35,163.35000000000002,522,6
242.35,277.35,487,6
242.35,277.35,452,6
242.35,277.35,417,6
192.35,277.35,332,6
176.15000000000003,228.15000000000003,280,6
161.15000000000003,228.15000000000003,213,6
103.6,117.6,199,6
103.6,117.6,185,6
0.0,60.0,340,7
0.0,60.0,280,7
0.0,60.0,220,7
63.0,60.0,223,7
45.0,60.0,208,7
40.0,60.0,188,7
50.0,60.0,178,7
20.0,60.0,138,7
64.0,60.0,142,7
80.4,86.4,136,7
80.4,86.4,130,7
80.4,86.4,124,7
80.4,86.4,118,7
80.4,86.4,112,7
74.4,86.4,100,7
64.4,86.4,78,7
64.0,86.4,64,7
64.0,86.4,64,7
48.0,86.4,48,7
49.0,86.4,49,7
0.0,60.0,340,8
60.0,60.0,340,8
36.0,60.0,316,8
30.0,60.0,286,8
0.0,60.0,226,8
0.0,60.0,166,8
0.0,60.0,106,8
0.0,60.0,46,8
0.0,60.0,0,8
0.0,15.0,0,8
12.0,9.6,12,8
6.0,12.15,6,8
6.0,12.15,6,8
0.0,12.15,0,8
6.0,7.35,6,8
6.0,7.35,6,8
6.0,7.35,6,8
0.0,7.35,0,8
0.0,5.4,0,8
0.0,3.75,0,8
0.0,60.0,340,9
0.0,60.0,280,9
0.0,60.0,220,9
0.0,21.6,198,9
78.19999999999999,21.6,255,9
65.15,54.150000000000006,266,9
116.60000000000002,117.6,265,9
116.60000000000002,117.6,264,9
116.60000000000002,117.6,263,9
116.60000000000002,117.6,262,9
116.60000000000002,117.6,261,9
25.600000000000023,117.6,169,9
64.60000000000001,117.6,116,9
66.0,117.6,66,9
46.0,117.6,46,9
136.0,117.6,136,9
148.0,135.0,149,9
148.0,173.4,148,9
114.0,173.4,114,9
123.0,144.15,123,9
0.0,60.0,340,10
0.0,60.0,280,10
260.0,60.0,480,10
390.4,173.4,697,10
714.75,453.75,958,10
1449.0,1915.35,1449,10
1848.0,3153.75,1848,10
1386.0,4860.0,1386,10
1470.0,4860.0,1470,10
1550.0,5645.400000000001,1550,10
1776.0,6489.6,1776,10
2002.0,8073.6,2002,10
2258.0,9984.6,2258,10
2686.0,13053.75,2686,10
3030.0,16236.15,3030,10
3419.0,19765.35,3419,10
3811.0,24361.35,3811,10
3751.0,30645.6,3751,10
3751.0,30645.6,3751,10
2850.0,30645.6,2850,10
0.0,60.0,340,11
0.0,60.0,280,11
0.0,60.0,220,11
0.0,60.0,160,11
0.0,60.0,100,11
70.0,60.0,110,11
70.0,60.0,120,11
